english,vietnamese,exampleSentence,englishMeaning,difficulty,category
carbon,carbon,This is an example for carbon.,"The chemical element (symbol C) with an atomic number of 6. It can be found in pure form for example as graphite, a black, shiny and very soft material, or diamond, a colourless, transparent, crystalline solid and the hardest known material.",B1,Environment
emission,khí thải,This is an example for emission.,Something which is emitted or sent out; issue.,B1,Environment
greenhouse gas,khí gây ra hiệu ứng nhà kính,This is an example for greenhouse gas.,"Any gas, such as carbon dioxide or CFCs, that contributes to the greenhouse effect when released into the atmosphere.",B1,Environment
climate change,Biến đổi khí hậu,This is an example for climate change.,"Natural large-scale and long-term change in the Earth's climatic system, as brought about by ice ages.",B1,Environment
global warming,sự nóng lên toàn cầu,This is an example for global warming.,"A sustained increase in the average temperature of the Earth, sufficient to cause climate change.",B1,Environment
deforestation,phá rừng,This is an example for deforestation.,"The process of destroying a forest and replacing it with something else, especially with an agricultural system.",B1,Environment
natural,tự nhiên,This is an example for natural.,"A native inhabitant of a place, country etc.",B1,Environment
carbon offset,đền bù các-bon,This is an example for carbon offset.,A reduction in carbon dioxide emission by a third party purchased by a heavy carbon dioxide producer as part of carbon emissions trading.,B2,Environment
carbon trading,kinh doanh các-bon,This is an example for carbon trading.,Carbon emissions trading,B2,Environment
cap and trade,giới hạn và giao dịch,This is an example for cap and trade.,"A market-based approach to control pollution by providing economic incentives for achieving reductions in emissions, participating companies being assigned an emissions quota that can be traded with others if not used.",B2,Environment
carbon tax,Thuế Carbon,This is an example for carbon tax.,"A tax levied on the carbon contents used by the burning fossil fuels, so as to discourage the production of the greenhouse gas carbon dioxide.",B2,Environment
net zero,NET-ZERO,This is an example for net zero.,Resulting in neither a surplus or deficit because gains and losses cancel out.,B2,Environment
carbon neutral,carbon trung tính,This is an example for carbon neutral.,Definition of carbon neutral.,B2,Environment
decarbonization,sự khử cacbon,This is an example for decarbonization.,Definition of decarbonization.,B2,Environment
low-carbon,ít carbon,This is an example for low-carbon.,Definition of low-carbon.,B2,Environment
climate action,Hành động vì khí hậu,This is an example for climate action.,Definition of climate action.,B2,Environment
solar power,Điện mặt trời,This is an example for solar power.,Definition of solar power.,B2,Environment
wind energy,Năng lượng gió,This is an example for wind energy.,Definition of wind energy.,B2,Environment
hydropower,thủy năng,This is an example for hydropower.,Hydroelectric power,B2,Environment
geothermal,địa nhiệt,This is an example for geothermal.,Pertaining to heat energy extracted from reservoirs in the earth's interior,B2,Environment
biomass,sinh khối,This is an example for biomass.,"The total mass of a living thing or part thereof, such as a cell.",B2,Environment
energy storage,tích trữ năng lượng,This is an example for energy storage.,Definition of energy storage.,B2,Environment
smart grid,Hệ thống điện thông minh,This is an example for smart grid.,A computerized electrical grid which gathers and analyzes information from users to determine the most efficient and reliable operation of electricity distribution,B2,Environment
demand response,đáp ứng nhu cầu,This is an example for demand response.,Definition of demand response.,B2,Environment
circular economy,Kinh tế tuần hoàn,This is an example for circular economy.,Definition of circular economy.,B2,Environment
cradle to cradle,giá đỡ đến giá đỡ,This is an example for cradle to cradle.,Definition of cradle to cradle.,B2,Environment
life cycle assessment,đánh giá vòng đời,This is an example for life cycle assessment.,Definition of life cycle assessment.,B2,Environment
extended producer responsibility,mở rộng trách nhiệm của nhà sản xuất,This is an example for extended producer responsibility.,Definition of extended producer responsibility.,B2,Environment
eco-design,thiết kế sinh thái,This is an example for eco-design.,Definition of eco-design.,B2,Environment
industrial ecology,sinh thái công nghiệp,This is an example for industrial ecology.,Definition of industrial ecology.,B2,Environment
upcycling,tái chế,This is an example for upcycling.,"To convert (waste materials, etc.) into new materials or products of higher quality and greater functionality.",B2,Environment
waste hierarchy,hệ thống phân cấp chất thải,This is an example for waste hierarchy.,Definition of waste hierarchy.,B2,Environment
landfill diversion,dẫn hướng bãi chôn lấp,This is an example for landfill diversion.,Definition of landfill diversion.,B2,Environment
zero waste,không lãng phí,This is an example for zero waste.,Definition of zero waste.,B2,Environment
biodiversity loss,mất đa dạng sinh học,This is an example for biodiversity loss.,Definition of biodiversity loss.,B2,Environment
habitat fragmentation,phân mảnh môi trường sống,This is an example for habitat fragmentation.,Definition of habitat fragmentation.,B2,Environment
overfishing,Siêu trội,This is an example for overfishing.,"To fish excessively, often substantially reducing over several years the supply of one or more species of fish in an area.",B2,Environment
illegal wildlife trade,buôn bán động vật hoang dã bất hợp,This is an example for illegal wildlife trade.,Definition of illegal wildlife trade.,B2,Environment
poaching,Lâm tặc,This is an example for poaching.,To cook something in simmering liquid.,B2,Environment
desertification,(sự) hoá hoang mạc,This is an example for desertification.,Process by which a geographic region becomes a desert. The change may result from natural changes in climate or by human activity.,B2,Environment
